index,tweet,sentiment,score,all_hashtaged_words,VanderSentiment_pos,VanderSentiment_neg,VanderSentiment_neu,VanderSentiment_overall,polar_word_count_pos,polar_word_count_neg,Sentinent140_scores,hashtag_polarity,emotion_word_count_anticipation,emotion_word_count_disgust,emotion_word_count_fear,emotion_word_count_joy,emotion_word_count_negative,emotion_word_count_positive,emotion_word_count_sadness,emotion_word_count_surprise,emotion_word_count_trust,emotion_word_count_anger,score_hashtag_emotion_lexicon,emoticons_score
10591,i offend u,anger,0.417,[],0,0.524,0.476,-0.296,0,1,0,neural,0,1,0,0,1,0,0,0,0,1,0,0
10592,np rum rage,anger,0.417,[],0.343,0.514,0.143,-0.296,0,1,-2,neural,0,0,0,0,1,0,0,0,0,1,0,-2
10593,some bloke on the train whos obviously trying to provoke west ham fans by loudly slagging off the stadium to his mate on the phone,anger,0.434,[],0,0.101,0.899,-0.4019,0,3,-0.771,neural,0,0,0,0,0,1,0,0,0,0,0,0
10594,should not be a model for,anger,0.417,['welfarereform'],0,0,1,0,0,0,0,neural,0,0,0,0,0,1,0,0,0,0,0,0
10595,i agree but our offense was ass after the second half td score on the first drive,anger,0.417,[],0.076,0.315,0.609,-0.7579,2,0,-0.377,neural,1,1,1,1,2,2,1,1,0,1,0,0
10596,r i p paul furious 8 cant wait,anger,0.254,[],0,0.346,0.654,-0.5719,0,1,0,neural,1,1,0,0,2,0,0,0,0,1,0,0
10597,trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally long before trump got into politics,anger,0.417,[],0,0.127,0.873,-0.4404,1,2,0,neural,1,1,0,0,1,0,1,1,0,2,0,0
10598,if you let a general tweet offend you you definitely shouldnt be on twitter,anger,0.417,[],0.16,0.13,0.71,0.128,1,1,0,neural,0,1,0,0,1,1,0,0,0,1,0,0
10599,as your own lives in order to complete our amazing life journey successfully it is there,anger,0.417,['bitter'],0.333,0,0.667,0.7906,2,0,0,neural,1,0,1,1,0,1,0,0,0,0,0.85455127,0
10600,yep lol,anger,0.417,['bitter'],1,0,0,0.6124,1,0,3,neural,0,0,0,0,0,0,0,0,0,0,0.85455127,3
10601,straight people are canoodling on the quad and im,anger,0.417,[],0.192,0,0.808,0.2263,1,0,-0.38,neural,0,0,0,0,0,0,0,0,0,0,0,0
10602,remember when that guy got that i kept saying gary sanchez was the best baseball player in the world lmao,anger,0.417,['angry'],0.31,0,0.69,0.8442,1,0,4,neural,0,0,0,0,1,0,0,0,0,0,1.427124553,4
10603,whats a kalis kitten she asked a frown curling on her fair skinned forehead as he showed her the scar a cat did,anger,0.417,[],0.095,0,0.905,0.3182,1,2,0,neural,0,1,1,1,2,2,2,0,0,1,0,0
10604,more like every color looks the same,anger,0.396,"['triggered', 'colorblind']",0.318,0,0.682,0.4201,1,0,-0.146,neural,0,0,0,0,0,0,0,0,0,0,0,0
10605,my husband found out there are other rabid hockey fans like me as we waited in line 4 of the 6 window stickers were for sj nhlahl hockey,anger,0.396,[],0.085,0,0.915,0.3612,1,0,-0.144,neural,1,1,1,1,1,1,1,0,0,1,0,0
10606,also our best assets on offense are our rbs and our wrs longterm have to have an offense to utilize both,anger,0.396,[],0.219,0.149,0.632,0.4404,1,0,0,neural,0,2,2,0,2,1,2,0,0,2,0,0
10607,— a low growl escaping him oh oh,anger,0.396,[],0.129,0.226,0.645,-0.2263,0,2,-0.209,neural,0,0,1,0,1,0,0,0,0,1,0,0
10608,papercuts sting and stub ur toe last for like 10 secs,anger,0.396,[],0.2,0,0.8,0.3612,1,1,0,neural,0,0,1,0,1,0,0,0,0,1,0,0
10609,ive been wanting salty fries from mcdonalds since yesterday and im burning my fingers eating them bc these shits fire fire fire,anger,0.396,[],0,0.364,0.636,-0.8519,0,0,-2,neural,0,0,3,0,1,0,1,0,0,0,0,-2
10610,love how megan is raging about this kendall jenner photo and im sat here like thinkingface upsidedownface,anger,0.396,[],0.278,0.141,0.581,0.5106,2,1,0,neural,0,1,1,1,1,1,0,0,0,1,0,0
10611,cam is still rattled from the backlash he received when he made the black qb comment and suffered the wrath of white america,anger,0.396,[],0,0.127,0.873,-0.4939,1,2,0,neural,0,0,1,0,1,1,0,0,0,1,0,0
10612,because you offended by the lies of alexandria goddard doesnt mean that im derics friend or anything else purely a fishin expedition,anger,0.427,[],0.119,0.178,0.704,-0.1531,1,2,0,neural,1,0,0,1,1,3,1,0,0,1,0,0
10613,yall really insult coz of soccer lmao wow,anger,0.396,[],0.473,0.221,0.307,0.6258,1,1,4,neural,0,1,0,0,1,0,1,1,0,1,0,4
10614,what terrible thing to see and have no vision helen keller begin with the end in mind stephen covey,anger,0.396,['whereareugoing'],0,0.222,0.778,-0.5913,0,2,0,neural,1,1,1,0,1,1,1,0,0,1,0,0
10615,nicole and cory is why she was evicted,anger,0.396,['bitter.'],0,0,1,0,0,0,-0.949,neural,0,0,0,0,0,0,0,0,0,0,0,0
10616,r what did i do to offend you facewithrollingeyes loudlycryingface facewithtearsofjoy,anger,0.396,[],0,0.18,0.82,-0.296,0,1,0,neural,0,1,0,0,1,0,0,0,0,1,0,0
10617,what terrible thing to see and have no vision helen keller begin with the end in mind stephen covey,anger,0.396,['relentless'],0,0.222,0.778,-0.5913,0,2,0,neural,1,1,1,0,1,1,1,0,0,1,0,0
10618,the bitter the battle the sweeter the victory,anger,0.396,[],0,0.474,0.526,-0.6597,1,2,0.929,neural,1,0,0,1,1,1,0,0,0,1,0,0
10619,i resent biting my tongue,anger,0.396,[],0,0.298,0.702,-0.1779,0,2,-0.81,neural,0,0,0,0,1,0,0,0,0,1,0,0
10620,you cant fight the elephants until you have wrestled the pigs,anger,0.396,['quoteoftheday'],0.179,0,0.821,0.2924,0,1,0,neural,0,0,1,0,1,0,0,0,0,1,0,0
10621,people often grudge others what they cannot enjoy themselves,anger,0.396,[],0,0.247,0.753,-0.3875,1,1,0,neural,1,0,0,1,1,1,0,0,0,1,0,0
10622,sorry to burst the bubble but there was never any illusion seenoevilmonkey facewithtearsofjoy facewithtearsofjoy,anger,0.396,[],0,0.081,0.919,-0.0387,0,2,0,neural,0,0,0,0,1,0,0,1,0,0,0,0
10623,well not archie no offense but hes kinda old,anger,0.396,[],0.158,0.13,0.713,0.0711,1,0,0,neural,0,1,1,0,1,0,1,0,0,1,0,0
10624,scored madden 13 on vita for 20au today bloke didnt know what he had id have happily paid 70 moneymouthface my only ever bargain,anger,0.396,"['bargain', 'vit']",0.197,0,0.803,0.6597,2,1,2.781,neural,0,0,1,1,1,2,0,0,0,1,0,2
10625,now they fret about scuffs i’ll take scuffs which…come in for a phone i can use wet handed or drop in a toilet any day,anger,0.396,[],0,0.08,0.92,-0.2732,0,1,0,neural,0,1,1,0,2,0,0,0,0,0,0,0
10626,if ydu yell fire in a crowded theater you will burst into flames its a cool trick bu only once,anger,0.396,[],0.1,0.157,0.742,-0.0772,1,2,0,neural,0,0,2,0,2,1,0,2,0,1,0,0
10627,congress acting indignant over the pricing is quite disingenuous since they craft the laws that allow such gouging,anger,0.396,['EpiPen'],0.092,0.135,0.773,-0.2263,1,2,0,neural,0,2,0,0,2,1,0,0,0,1,0,0
10628,yeah this actually supports why i tweeted in this thread initially because of the articles righteous indignation,anger,0.396,[],0.213,0.154,0.633,0.0772,1,1,-2,neural,0,1,0,0,1,1,0,0,0,1,0,-2
10629,is the live event brock vs orton 2 this saturday on the wwe network if not it needs to be,anger,0.396,"['wwe', 'revenge']",0,0,1,0,1,0,0,neural,1,0,0,0,0,0,0,0,0,0,1.012180214,0
10630,how can you even forget to pick ur fave child up from school,anger,0.396,[],0.184,0.12,0.696,0.25,1,1,-0.442,neural,1,0,0,1,1,2,0,0,0,0,0,0
10631,grateful for all the hungry people in my life hungry to learn change grow help etc not sure anybody has it better,anger,0.396,[],0.301,0.069,0.63,0.7676,4,2,2,neural,3,0,1,1,2,3,0,0,0,0,0,2
10632,eh well i can do the sting vs cactus loser leaves wcw match at bash at the beach lol,anger,0.396,[],0.202,0.14,0.658,0.128,1,2,3,neural,0,0,1,1,1,0,0,0,0,1,0,3
10633,dip it in boiling water,anger,0.396,[],0,0,1,0,0,1,-0.238,neural,0,0,0,0,0,0,0,0,0,0,0,0
10634,i have a rage rage ep 2 coming out soon ill keep you posted on it,anger,0.422,"['YouTube', 'youtubegaming']",0,0.435,0.565,-0.875,0,3,0,neural,1,1,1,0,3,0,1,0,0,3,0,0
10635,when anger rises think of the consequences,anger,0.433,"['quote', 'wisdom', 'anger']",0,0.381,0.619,-0.5719,0,1,-0.322,neural,0,0,0,0,1,0,0,0,0,1,2.220164092,0
10636,new madden kicking litterinbinsign,anger,0.396,[],0,0,1,0,0,1,0,neural,0,0,1,0,1,0,0,0,0,2,0,0
10637,i was going to say that rooney is a shadow of his former self but i dont want to offend any shadows,anger,0.396,['NTFCvMUFC'],0.099,0.056,0.845,0.2498,1,2,0,neural,0,1,0,0,1,0,0,0,0,1,0,0
10638,when you burst out crying alone and u realize that no one truly knows how unhappy you really are because you dont want anyone to know,anger,0.396,[],0,0.407,0.593,-0.894,2,1,0,neural,0,1,0,0,2,0,2,0,0,1,0,0
10639,schneiderlin taking his revenge for the 2 fouls,anger,0.396,[],0,0.327,0.673,-0.5267,0,1,0,neural,1,0,1,0,1,0,0,1,0,1,0,0
10640,dude the new madden 17 haha,anger,0.231,[],0.375,0,0.625,0.4588,0,1,3.866,neural,0,0,1,0,1,0,0,0,0,1,0,3
10641,you are an angry glass of vodka,anger,0.375,[],0,0.355,0.645,-0.5106,0,1,0,neural,0,1,0,0,1,0,0,0,0,1,0,0
10642,one month til someones bday and i think its time to flaunt that i got them something pretty awesome,anger,0.435,['revenge'],0.3,0,0.7,0.8074,2,1,5.313,neural,2,0,0,1,1,1,0,0,0,0,1.012180214,4
10643,be strong independant and practical stop living in your world of fantasy snap out of it the faster u get used to the reality the better,anger,0.255,[],0.197,0.07,0.732,0.6124,4,0,2,neural,0,0,0,0,0,0,0,0,0,0,0,2
10644,time wounds all heels,anger,0.375,"['DrunkJesus', 'rt', 'lol', 'wisdom', 'quote', 'comedy', 'self', 'Revenge', 'hate', 'time', 'funny', 'politics', 'Trump', 'POTUS2016']",0,0,1,0,0,1,-0.154,neural,1,0,0,0,0,0,0,0,0,0,6.028624868,0
10645,turn that grumpy frown upside downyou did something next to impossible today,anger,0.375,[],0,0,1,0,1,2,-0.15,neural,0,1,0,0,3,0,3,0,0,1,0,0
10646,you know cyran still hasnt done makeup based on jeongguks tiddy like i suggested and im,anger,0.375,[],0.143,0,0.857,0.3612,1,0,-0.38,neural,0,0,0,0,0,0,0,0,0,0,0,0
10647,the most important thing to is to hold your,anger,0.375,"['bestrong', 'anger', 'thoughts']",0.207,0,0.793,0.2716,1,0,0.805,neural,0,0,0,0,0,1,0,0,0,0,1.250382345,0
10648,gotta wonder why caller max listens to the show in the first place if you so incense him,anger,0.375,[],0,0,1,0,1,1,-0.274,neural,0,0,0,0,1,0,0,0,0,1,0,0
10649,i believe im gonna start singing in my snap stories on the tractor switch it up a little bit,anger,0.375,[],0,0,1,0,0,1,0,neural,1,0,0,0,0,0,0,0,0,0,0,0
10650,doing some testing with my current earth burst team,anger,0.375,[],0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10651,if my luck the rest of fall goes anything like today i think im going to like this season,anger,0.375,"['bestdayever', 'magic', 'work']",0.333,0,0.667,0.7906,3,1,-0.194,neural,1,0,0,1,1,2,1,1,0,0,2.257237359,0
10652,also other ppl who i love a whole damn lot erica joanna tiff sirli harley anja the rest of the gc bc i ran out of chara,anger,0.375,[],0.132,0.085,0.784,0.3612,1,1,0,neural,0,1,0,1,2,2,0,0,0,2,0,0
10653,if it hurts too much to eat i read somewhere that marshmallows are good bc they are soft and dont irritate,anger,0.375,[],0.199,0.118,0.684,0.2805,1,2,-3.739,neural,1,0,0,1,0,2,0,1,0,0,0,-3
10654,“do not fret if you are not cool humans who follow me become instantly cool ”,anger,0.375,['Bot'],0.126,0.107,0.767,0.0869,0,1,0,neural,0,0,1,0,1,2,0,0,0,0,0,0
10655,snap seems to be a problem here,anger,0.375,[],0,0.31,0.69,-0.4019,0,1,0,neural,0,0,1,0,1,0,1,0,0,0,0,0
10656,the last of,anger,0.356,['burning'],0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10657,cant wait to be in my ninja turtle costume raging at osu again this halloween smilingfacewithhorns,anger,0.375,[],0,0.185,0.815,-0.5267,0,1,0,neural,1,1,1,0,2,0,0,0,0,1,0,0
10658,but even if i jumped through that hoop it just takes one irate netizen to decide me playing by the rules isnt enough,anger,0.375,[],0.077,0.187,0.736,-0.631,2,1,-0.242,neural,0,0,0,0,1,0,0,0,0,1,0,0
10659,the best revenge is massive success –frank sinatra,anger,0.375,[],0.485,0.209,0.307,0.6705,2,1,2.4,neural,2,0,1,1,1,1,0,1,0,1,0,0
10660,despite my sharing oneills article what saddens me about the gazza case is there seems to be more fury about the sentence than the remark,anger,0.375,[],0.041,0.293,0.666,-0.837,0,2,0.608,neural,1,1,3,0,3,0,3,0,0,2,0,0
10661,i need to stop second guess myself and just go with the first thought and go with it,anger,0.425,['relentless'],0,0.115,0.885,-0.296,1,1,0,neural,1,0,0,0,0,0,0,1,0,0,0,0
10662,we worship at your feetwhere wrath and mercy meetand a guilty world is washedby loves pure stream—graham kendrick,anger,0.375,[],0.333,0.111,0.556,0.6808,3,2,0,neural,1,0,2,1,2,2,1,0,0,2,0,0
10663,dear future big brother players just chase dick all season and you too can win 500 00 dollars and an sti,anger,0.37,['bb18'],0.231,0.119,0.65,0.4767,2,1,-0.402,neural,0,0,0,0,1,2,0,0,0,0,0,0
10664,“he who is slow to anger is better than the mighty and he who rules his spirit than he who takes a city ”p16 32,anger,0.314,"['bibleverse', 'pride', 'anger']",0.152,0.122,0.726,-0.0258,3,2,0,neural,0,0,1,1,1,2,0,0,0,2,1.478664107,0
10665,holding a grudge on someone will stop your blessings from god learn to forgive amp forget foldedhandsmediumdarkskintone,anger,0.375,[],0.324,0.172,0.504,0.5574,2,2,0,neural,2,0,1,2,2,4,0,1,0,1,0,0
10666,why does candice constantly pout lipstick unamusedface,anger,0.375,['GBBO'],0,0,1,0,0,1,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10667,some of those haters are just taught hate and not shown love there is a good quote that goes to your comment tiff treat,anger,0.375,[],0.161,0.294,0.545,-0.6876,4,1,0,neural,3,2,2,3,4,4,2,3,0,3,0,0
10668,nor hell a fury like a woman scorned william congreve,anger,0.375,[],0.567,0,0.433,0.8467,1,2,0,neural,0,1,2,0,2,0,2,0,0,2,0,0
10669,that is at least the 3rd time the balls been burst in our games,anger,0.375,[],0,0,1,0,0,1,0,neural,1,0,0,0,0,0,0,0,0,0,0,0
10670,sutton73 facewithtearsofjoy facewithtearsofjoy oh the zombie rage facewithtearsofjoy,anger,0.375,[],0,0.34,0.66,-0.5574,0,1,0,neural,0,0,0,0,1,0,0,0,0,1,0,0
10671,prayers amp protection to our brothers and sisters fighting in,anger,0.375,"['Charlotte', 'rage', 'against', 'machines']",0,0.217,0.783,-0.3612,1,0,0,neural,0,0,0,0,1,0,0,0,0,1,1.303462306,0
10672,i loled privileged exasperation should be bottled and sold,anger,0.375,[],0.266,0,0.734,0.4404,1,1,-1.322,neural,0,1,0,1,1,1,0,0,0,1,0,0
10673,finally made my guide let me know your thoughts,anger,0.375,"['fury', 'warrior']",0,0,1,0,0,0,0,neural,1,1,0,1,0,2,0,1,0,0,2.30903184,0
10674,im now writing abt the changing face of sex industry in tr now men will talk to me then,anger,0.375,[],0,0,1,0,1,0,0,neural,1,0,0,1,0,2,0,0,0,0,0,0
10675,are you gonna do any kind of community raids when wrath of the machine drops,anger,0.375,[],0,0,1,0,1,1,-0.372,neural,0,0,1,1,1,2,0,0,0,1,0,0
10676,nurse practitioner you look pretty bad no offense of course  thank you that really added that spark of positivity i needed today,anger,0.444,[],0.398,0.108,0.494,0.8128,2,1,-0.15,neural,1,2,2,1,2,2,2,0,0,2,0,0
10677,turn that frown upside down buddy upsidedownface,anger,0.375,[],0,0,1,0,1,2,0,neural,1,0,0,1,1,1,1,0,0,0,0,0
10678,she could sense the anger stirring within him and took his hand in hers as long as we stay together well both be safe,anger,0.375,[],0.257,0.116,0.627,0.5423,4,2,1.785,neural,1,0,0,1,1,2,0,0,0,1,0,1
10679,and apparently hes supposed to have a scottish accent im,anger,0.375,[],0,0,1,0,0,1,-0.38,neural,0,0,0,0,0,0,0,0,0,0,0,0
10680,shes jogging a bit to stay beside her puffing her cheeks with a huff each time oh jeez jasper why dont you —,anger,0.375,[],0,0,1,0,0,0,0,neural,1,1,0,0,1,0,0,0,0,1,0,0
10681,yes i think he held a grudge,anger,0.375,[],0.31,0,0.69,0.4019,1,1,-0.276,neural,0,0,0,0,1,0,0,0,0,1,0,0
10682,i cant guess if you holding a grudge against the best,anger,0.425,[],0.296,0,0.704,0.6369,1,2,3.787,neural,0,0,0,0,1,0,0,1,0,1,0,3
10683,a solution but the assumptions by media in articles and every other venue causes animosity to the conversation,anger,0.354,[],0.077,0.179,0.744,-0.4939,0,1,0.927,neural,0,1,1,0,1,1,1,0,0,1,0,0
10684,everyone is against wigan because we are the biggest club,anger,0.354,[],0,0,1,0,0,1,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10685,anyway i found a short scale today that was perfect for my purposes soft on the hands wont aggravate my now chronic tendonitis,anger,0.354,[],0.238,0,0.762,0.7615,1,2,-1.655,neural,2,0,0,2,1,2,1,0,0,0,0,0
10686,gameday vs buford today at 5 30 at home never been so excited,anger,0.354,['revenge'],0.206,0,0.794,0.4795,1,0,4.152,neural,1,0,0,1,0,1,0,1,0,0,1.012180214,3
10687,tonights episode gave me life yaassss queens,anger,0.2,"['DragRace', 'AllStars2', 'teamalaska', 'teamkatya', 'revenge', 'bwahaha']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,1.012180214,0
10688,isbored exactly what i have been saying on fb,anger,0.354,[],0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10689,my wasp sting is so itchy,anger,0.356,[],0,0.354,0.646,-0.4101,0,1,-4.058,neural,0,0,1,0,1,0,0,0,0,1,0,-2
10690,haired man strides close and watches as the major flinches away from him the reaction draws a growl from his throat,anger,0.322,[],0,0,1,0,1,2,-2.487,neural,0,0,1,0,1,1,0,0,0,1,0,0
10691,srry my feelings offend u smilingfacewithopenhands,anger,0.354,[],0,0.306,0.694,-0.296,0,1,0,neural,0,1,0,0,1,0,0,0,0,1,0,0
10692,sorry to burst your bubble but it isnt that century anymore welcome to the 21st century,anger,0.354,[],0.209,0.06,0.731,0.5927,1,1,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
10693,i cant even right now,anger,0.354,['bb18'],0,0,1,0,2,0,-0.168,neural,0,0,0,0,0,0,0,0,0,0,0,0
10694,asian tiger are so relentless more aggressive than the kind i dealt was a kid,anger,0.354,['Mosquitoes'],0.262,0.112,0.626,0.4328,2,2,0,neural,0,0,1,1,1,1,0,0,0,1,0,0
10695,sometimes the best motivations come from proving them wrong,anger,0.354,"['energy', 'relentless', 'MotivationalQuotes']",0.294,0.217,0.49,0.2732,1,1,-2.896,neural,0,0,0,0,1,0,0,0,0,0,0.029964996,-2
10696,i wouldnt bring this up if i were you its a very touchy subject and people get way to offended these days,anger,0.328,[],0,0.087,0.913,-0.25,0,1,-0.142,neural,0,0,0,0,3,0,2,0,0,2,0,0
10697,are you lost in the fury fearing that youll fail,anger,0.354,[],0,0.688,0.312,-0.9217,0,3,-3.319,neural,0,0,2,0,3,0,2,0,0,1,0,-2
10698,i need a bentobox sushi date riceball spaghetti an olive guarded date cheesewedge and a oncomingfistmediumlightskintone rockys date pizza,anger,0.354,['tiff'],0,0,1,0,0,1,0,neural,0,0,0,0,0,0,0,0,0,0,0.491645776,0
10699,my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if im burning alive,anger,0.354,[],0.083,0.153,0.764,-0.296,0,1,1,neural,2,0,2,1,1,1,0,1,0,0,0,1
10700,nastyp now you gotta do that with fast n furious,anger,0.354,[],0,0.291,0.709,-0.5719,0,1,-3,neural,0,1,0,0,1,0,0,0,0,1,0,-3
10701,i remember tas in the gamedev program said he had temper tantrums in class all the time lol,anger,0.354,[],0.121,0.229,0.649,-0.3612,0,1,3,neural,1,0,0,0,0,0,0,0,0,0,0,3
10702,i love that tay amp tiff are just sitting at my house while im at work upsidedownface,anger,0.354,[],0.208,0,0.792,0.6369,2,0,0,neural,0,0,0,1,1,1,0,0,0,1,0,0
10703,“he who is slow to anger is better than the mighty and he who rules his spirit than he who takes a city ”p16 32,anger,0.354,"['bibleverse', 'pride']",0.152,0.122,0.726,-0.0258,3,2,0,neural,0,0,1,1,1,2,0,0,0,2,0.386318316,0
10704,oh gosh if you get 800 raging comments from cruise fans i will just die laughing,anger,0.354,[],0.136,0.311,0.553,-0.6249,2,1,1.93,neural,0,1,2,1,2,1,1,0,0,1,0,1
10705,skipping meals is the national way of showing and,anger,0.354,"['disappointment', 'wiz']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0.513624683,0
10706,strong hands moving to firmly grope each of s thighs squeezing as her digging nails extract a growl from me,anger,0.354,[],0.148,0,0.852,0.5106,2,1,-0.176,neural,0,1,2,0,2,0,0,0,0,2,0,0
10707,eyes u tried boiling em takes years too,anger,0.354,[],0,0,1,0,0,2,-0.287,neural,0,0,0,0,0,0,0,0,0,0,0,0
10708,if u know who died i would also burst out crying from joy winkingface,anger,0.354,[],0.177,0.312,0.512,-0.4404,1,0,0,neural,0,0,0,1,1,1,1,0,0,0,0,0
10709,its always fun to anger all the old dudes  with rock n roll,anger,0.354,[],0.183,0.206,0.611,-0.1027,0,2,0,neural,1,0,0,1,1,2,0,0,0,1,0,0
